Request ID,Group,Request Mode,Department,Subject,Created Time,Completed Time,Reason for Request,Last Update Time,Resolved Time
6226,IT Support,Web Form,Not Assigned,USER LOCKED-BAHATIS,9/4/2015 11:19,9/4/2015 11:21,Not Assigned,Not Assigned,9/4/2015 11:21
2631,IT Support,Web Form,Not Assigned,SYSTERM DOWN AT BABATI 1,5/5/2015 14:00,5/11/2015 9:10,Not Assigned,5/5/2015 17:41,5/11/2015 9:10
1580,IT Support,Web Form,Not Assigned,PC USER ID LOCKED,4/8/2015 10:13,4/8/2015 12:31,Not Assigned,4/8/2015 12:29,4/8/2015 12:31
6307,CBS,Web Form,Not Assigned,RESET CTS PASSWORD - BASILEKE MWANSASU,9/9/2015 9:10,9/9/2015 9:14,Not Assigned,9/9/2015 9:14,9/9/2015 9:14
998,IT Support,Web Form,Not Assigned,KENEX PROBLEM,3/19/2015 18:23,3/23/2015 10:31,Not Assigned,3/20/2015 14:01,3/23/2015 10:31
3898,IT Support,Web Form,Not Assigned,ASSIST ME TO LOGIN IN MY DESKTOP,6/15/2015 9:59,6/19/2015 8:42,Not Assigned,6/15/2015 12:08,6/19/2015 8:42
4326,CBS,Web Form,Finance,modifying Gl,6/30/2015 9:14,7/2/2015 11:27,Not Assigned,7/2/2015 11:27,7/2/2015 11:27
7292,CBS,Web Form,Credit Monitoring & Recovery Department,GL OPENING,10/16/2015 11:45,10/16/2015 17:48,Not Assigned,10/16/2015 13:00,10/16/2015 17:48
1522,IT Support,Web Form,Not Assigned,STOP INSTPADM MESSAGES,4/2/2015 16:52,4/2/2015 19:21,Not Assigned,4/2/2015 17:24,4/2/2015 19:21
5404,CBS,Web Form,Not Assigned,USER RIGTHS,8/10/2015 9:29,8/10/2015 9:57,Not Assigned,8/10/2015 9:56,8/10/2015 9:57
6562,IT Support,Web Form,Not Assigned,issuerer unavailable,9/17/2015 14:18,9/17/2015 17:49,Not Assigned,Not Assigned,9/17/2015 17:49
5594,CBS,Web Form,Not Assigned,user right,8/13/2015 10:04,8/13/2015 10:23,Not Assigned,8/13/2015 10:23,8/13/2015 10:23
3306,IT Support,Web Form,Not Assigned,RESET EMAIL FOR secytower@eximbank-tz.com,5/25/2015 10:10,5/25/2015 11:00,Not Assigned,5/25/2015 10:56,5/25/2015 11:00
6362,CBS,Web Form,Not Assigned,cts user locked,9/10/2015 13:02,9/10/2015 13:04,Not Assigned,9/10/2015 13:04,9/10/2015 13:04
5725,IT Support,Web Form,Not Assigned,unable to download adobe8,8/18/2015 15:06,8/20/2015 16:46,Not Assigned,8/20/2015 16:46,8/20/2015 16:46
5095,CBS,Web Form,Finance,CBS LOG IN,7/28/2015 16:56,7/28/2015 17:07,Not Assigned,7/28/2015 17:07,7/28/2015 17:07
804,CBS,Not Assigned,CBS,I SOLVE CLOSURE  ISSUE,3/13/2015 17:28,3/13/2015 17:38,Not Assigned,Not Assigned,3/13/2015 17:38
7581,CBS,Web Form,Not Assigned,CTS RIGHTS FOR POSTING TT USERS ELIZAMAS AND AGATHAA,10/28/2015 12:12,10/28/2015 12:25,Not Assigned,10/28/2015 12:25,10/28/2015 12:25
7335,Network,Web Form,Not Assigned,Unable to log into internet,10/19/2015 13:23,10/19/2015 14:49,Not Assigned,Not Assigned,10/19/2015 14:49
7353,CBS,Web Form,Not Assigned,USER RIGHTS FOR PHILIPM,10/19/2015 17:56,10/20/2015 11:56,Not Assigned,10/20/2015 11:56,10/20/2015 11:56
6059,CBS,Web Form,Not Assigned,RESET CBS PASSWORD AND ENABLE CUSTOMER SERVICE/OPERATION RIGHTS FOR BERTHAN,8/31/2015 10:01,8/31/2015 10:27,Not Assigned,8/31/2015 10:26,8/31/2015 10:27
6281,IT Support,Web Form,Not Assigned,NETWORKING PROBLEM - TOWER BRANCH 08.09.2015,9/8/2015 12:06,9/9/2015 8:49,Not Assigned,9/8/2015 13:01,9/9/2015 8:49
1394,CBS,Web Form,Not Assigned,WORKFLOW ACCESS,3/31/2015 9:46,3/31/2015 9:52,Not Assigned,3/31/2015 9:52,3/31/2015 9:52
290,IT Support,Not Assigned,Not Assigned,Change IP in the PC,2/25/2015 8:56,2/25/2015 9:11,Not Assigned,2/25/2015 9:07,2/25/2015 9:11
255,CBS,Web Form,Not Assigned,REVERSAL OF EXCESS INTEREST,2/24/2015 10:05,2/24/2015 16:28,Not Assigned,2/24/2015 10:35,2/24/2015 16:28
5639,CBS,Web Form,Not Assigned,RE: RESETTING PASSWORD N CBS,8/14/2015 17:07,8/14/2015 17:21,Not Assigned,8/14/2015 17:20,8/14/2015 17:21
3343,IT Support,Web Form,Not Assigned,NO SYSTEM,5/26/2015 10:09,5/26/2015 10:24,Not Assigned,5/26/2015 10:24,5/26/2015 10:24
4881,CBS,Web Form,Reconciliation Department,resseting cbs password,7/20/2015 9:46,7/20/2015 10:06,Not Assigned,7/20/2015 10:06,7/20/2015 10:06
526,CBS,Web Form,Not Assigned,KELVIN GUNINITA-NEW JOINEE,3/4/2015 17:01,3/9/2015 9:37,Not Assigned,3/9/2015 9:37,3/9/2015 9:37
1431,CBS,Web Form,Not Assigned,GL OPENING,3/31/2015 16:28,3/31/2015 19:13,Not Assigned,3/31/2015 17:04,3/31/2015 19:13
1359,CBS,Web Form,Executive Management,STAFF ACCESS TO HIS ACCOUNT,3/30/2015 10:46,3/31/2015 10:09,Not Assigned,3/30/2015 11:07,3/31/2015 10:09
3002,CBS,Web Form,Not Assigned,UNABLE TO ACCESS EXTRACTED FILE,5/15/2015 12:47,5/21/2015 15:26,Not Assigned,5/15/2015 15:51,5/21/2015 15:26
1182,Not Assigned,Web Form,Not Assigned,Unable to login into PC using AD credentials,3/25/2015 9:04,3/25/2015 9:41,Not Assigned,3/25/2015 9:40,3/25/2015 9:40
6738,IT Support,Web Form,Not Assigned,unlock window,9/25/2015 11:42,9/25/2015 13:00,Not Assigned,9/25/2015 12:59,9/25/2015 13:00
1397,IT Support,Web Form,Not Assigned,ERROR ON SYBRIN,3/31/2015 10:03,3/31/2015 12:21,Not Assigned,3/31/2015 12:21,3/31/2015 12:21
3164,CBS,Web Form,Not Assigned,authorization right,5/20/2015 12:12,5/21/2015 9:48,Not Assigned,5/21/2015 9:48,5/21/2015 9:48
2690,IT Support,Phone Call,Not Assigned,PC Issues,5/6/2015 12:07,5/6/2015 12:47,Not Assigned,Not Assigned,5/6/2015 12:47
5517,Network,Web Form,Not Assigned,accessibility issue for Stephen Chuwalo,8/11/2015 15:09,8/13/2015 16:23,Not Assigned,8/12/2015 17:41,8/13/2015 16:23
3114,CBS,Web Form,Not Assigned,request for password reset,5/19/2015 9:17,5/19/2015 9:42,Not Assigned,5/19/2015 9:42,5/19/2015 9:42
1606,CBS,Web Form,Not Assigned,REQUEST FOR NEW PASSWORD,4/8/2015 11:22,4/8/2015 12:21,Not Assigned,4/8/2015 12:20,4/8/2015 12:21
581,IT Support,Web Form,Not Assigned,RUNNING ACCOUNT INTEREST- JOHNSON INTERNATIONAL GROUP LTD,3/6/2015 9:54,3/11/2015 11:11,Not Assigned,3/6/2015 16:15,3/11/2015 11:11
2427,CBS,Web Form,Not Assigned,cts and work flow passowr reset,4/29/2015 16:31,4/29/2015 16:44,Not Assigned,4/29/2015 16:44,4/29/2015 16:44
6775,IT Support,Web Form,Not Assigned,COMPUTER PROBLEM AND HELP DESK LOGIN PROBLEM,9/28/2015 9:23,9/28/2015 10:49,Not Assigned,9/28/2015 9:45,9/28/2015 10:49
5505,CBS,Web Form,Not Assigned,RE: UNBLOCK USER RIGHTS - THOMASB,8/11/2015 11:45,8/11/2015 12:00,Not Assigned,8/11/2015 12:00,8/11/2015 12:00
2799,IT Support,Web Form,Not Assigned,RESET CTS PASSWORD FOR USER VICTOMOS,5/9/2015 12:40,5/9/2015 14:16,Not Assigned,5/9/2015 14:16,5/9/2015 14:16
6412,CBS,Web Form,Reconciliation Department,PASSWORD RESET,9/14/2015 10:26,9/14/2015 11:20,Not Assigned,9/14/2015 11:21,9/14/2015 11:20
7231,CBS,Web Form,Not Assigned,DISABLE CHIEF CASHIER RIGHTS,10/13/2015 17:41,10/13/2015 17:56,Not Assigned,10/13/2015 18:22,10/13/2015 17:56
2714,Network,E-Mail,Not Assigned,NETWORK PRINTER  ON GROUND FLOOR NOT WORKING and PC,5/6/2015 18:11,5/6/2015 18:12,Not Assigned,Not Assigned,5/6/2015 18:12
7055,CBS,Web Form,Not Assigned,CASH GL DIFFERENCE AS PER CERTFICATE,10/6/2015 18:43,Not Assigned,Not Assigned,10/6/2015 18:53,Not Assigned
6479,IT Support,Web Form,CENTRALIZED BACK OFFICE OPERATIONS,ENABLE TO LOGIN ON MY COMPUTER,9/16/2015 8:33,9/16/2015 8:37,Not Assigned,Not Assigned,9/16/2015 8:37
2961,CBS,Web Form,Not Assigned,reset cts user rights - vumilia Sarakikya,5/14/2015 10:29,5/14/2015 10:33,Not Assigned,5/14/2015 10:33,5/14/2015 10:33
4409,CBS,Web Form,Not Assigned,WORKFLOW & CTS USER ID,7/1/2015 17:35,7/1/2015 18:40,Not Assigned,7/1/2015 18:40,7/1/2015 18:40
5854,CBS,Web Form,Not Assigned,RESET USER RIGHTS -WORKFLOW,8/21/2015 13:35,8/21/2015 14:00,Not Assigned,8/21/2015 14:00,8/21/2015 14:00
5496,CBS,Web Form,Not Assigned,USER UNLOCK,8/11/2015 10:18,8/11/2015 10:21,Not Assigned,8/11/2015 10:21,8/11/2015 10:21
2097,IT Support,Web Form,Not Assigned,all branch email is offline no network.,4/21/2015 12:49,4/21/2015 15:05,Not Assigned,4/21/2015 14:27,4/21/2015 15:05
1462,CBS,Web Form,Not Assigned,temporary rights,4/1/2015 12:50,4/1/2015 13:01,Not Assigned,4/1/2015 13:01,4/1/2015 13:01
7494,CBS,Web Form,Not Assigned,ADDITIONAL RIGHTS FOR SYBRIN,10/23/2015 17:47,11/12/2015 10:35,Not Assigned,Not Assigned,11/12/2015 10:35
6385,CBS,Web Form,Not Assigned,CTS PASSWORD RESET,9/11/2015 12:08,9/11/2015 12:17,Not Assigned,9/11/2015 12:11,9/11/2015 12:17
6032,IT Support,Web Form,Not Assigned,Mailbox full does not allow archive,8/28/2015 10:32,8/31/2015 11:33,Not Assigned,8/28/2015 11:52,8/31/2015 11:33
6335,CBS,Web Form,Risk and Compliance,Request for user rights -Intellect CBS,9/9/2015 18:30,9/10/2015 10:18,Not Assigned,9/10/2015 10:18,9/10/2015 10:18
6887,CBS,Web Form,Not Assigned,CHIEF CASHIER USER RIGHTS,9/30/2015 11:42,9/30/2015 11:55,Not Assigned,9/30/2015 11:55,9/30/2015 11:55
4187,CBS,Web Form,Not Assigned,CBS  RIGHTS,6/24/2015 11:19,6/24/2015 12:01,Not Assigned,6/24/2015 12:00,6/24/2015 12:01
5561,IT Support,Web Form,Not Assigned,LOCAL ARE CONNECTION,8/12/2015 13:15,8/12/2015 18:00,Not Assigned,8/12/2015 18:00,8/12/2015 18:00
204,Network,Web Form,Administration,Djibouti and Comoros IP Phone is not working,2/23/2015 10:26,3/25/2015 10:48,Not Assigned,2/23/2015 11:11,2/23/2015 11:11
2199,CBS,Web Form,Not Assigned,unlock and reset password for FRANCISM-CTS,4/23/2015 13:38,4/23/2015 14:09,Not Assigned,4/23/2015 14:09,4/23/2015 14:09
3883,CBS,Web Form,Retail Department,CORRECTION OF LEDGER FEES,6/15/2015 8:06,7/1/2015 12:04,Not Assigned,7/1/2015 12:04,7/1/2015 12:04
519,Network,Web Form,Not Assigned,CBS NETWORK DOWN,3/4/2015 16:31,3/5/2015 8:39,Not Assigned,3/4/2015 20:05,3/5/2015 8:39
7136,CBS,Web Form,Not Assigned,Clarification of Hovering Pending Amount i.n.o GLORIA LUCKFOR A/C # 5800502121,10/8/2015 17:28,Not Assigned,Not Assigned,10/8/2015 18:23,Not Assigned
6758,IT Support,Web Form,Not Assigned,I CAN NOT VIEW IMAGES PROPERLY,9/25/2015 17:52,9/28/2015 9:39,Not Assigned,Not Assigned,9/28/2015 9:39
5818,IT Support,Web Form,Not Assigned,CTS PROBLEM,8/20/2015 17:04,8/24/2015 15:24,Not Assigned,8/24/2015 15:24,8/24/2015 15:24
1268,Not Assigned,Web Form,Not Assigned,Unable to login into PC using AD credentials,3/26/2015 15:04,3/26/2015 17:14,Not Assigned,3/26/2015 17:14,3/26/2015 17:14
4282,IT Support,Web Form,Treasury Front Office Department,RESET USER ID FOR DANIELK,6/29/2015 9:24,6/29/2015 10:54,Not Assigned,Not Assigned,6/29/2015 10:54
522,Not Assigned,Web Form,Not Assigned,Network is slow,3/4/2015 16:40,3/5/2015 17:52,Not Assigned,3/5/2015 17:52,3/5/2015 17:52
6453,IT Support,Web Form,Legal Department,locked out from my computer,9/15/2015 9:27,9/15/2015 10:23,Not Assigned,Not Assigned,9/15/2015 10:23
3659,CBS,Web Form,Not Assigned,PASSWORD RESET,6/5/2015 15:45,6/5/2015 19:37,Not Assigned,6/5/2015 16:48,6/5/2015 19:37
2827,IT Support,Web Form,Not Assigned,RE: PROBLEM WITH Z CONNECTION,5/11/2015 10:47,5/11/2015 11:05,Not Assigned,5/11/2015 11:05,5/11/2015 11:05
195,CBS,Web Form,Administration,Sending Reports to CEO,2/23/2015 9:51,2/23/2015 16:51,Not Assigned,2/23/2015 11:37,2/23/2015 16:51
5571,IT Support,Phone Call,Internal Audit Department,Unable to fetch mails sent from Outside domain,8/12/2015 15:46,8/12/2015 17:42,Not Assigned,Not Assigned,8/12/2015 17:42
1208,IT Support,Web Form,Not Assigned,HELPDESK,3/25/2015 14:07,3/25/2015 15:00,Not Assigned,3/25/2015 15:00,3/25/2015 15:00
7200,IT Support,Web Form,Not Assigned,user IDs,10/12/2015 17:48,10/15/2015 9:36,Not Assigned,Not Assigned,10/15/2015 9:36
7201,IT Support,Web Form,Not Assigned,reset users,10/12/2015 17:52,10/15/2015 10:11,Not Assigned,10/12/2015 18:14,10/15/2015 10:11
4120,CBS,Web Form,Not Assigned,CHQ BOOK MAINTANACE ISSUANCE,6/22/2015 16:16,6/22/2015 16:48,Not Assigned,Not Assigned,6/22/2015 16:48
7882,IT Support,Web Form,Not Assigned,PROBLEM WITH SALES PC,11/11/2015 9:07,11/11/2015 16:14,Not Assigned,Not Assigned,11/11/2015 16:14
6876,IT Support,Web Form,Not Assigned,FLEXCUBE BANK STATEMENTS,9/30/2015 10:23,9/30/2015 10:34,Not Assigned,Not Assigned,9/30/2015 10:34
917,IT Support,Not Assigned,Not Assigned,password reset,3/18/2015 9:07,3/19/2015 10:49,Not Assigned,3/19/2015 10:49,3/19/2015 10:49
3288,IT Support,Web Form,Not Assigned,KINDLY UNLOCK USERNAME,5/25/2015 8:10,5/25/2015 11:04,Not Assigned,5/25/2015 9:49,5/25/2015 11:04
3420,Network,Not Assigned,Not Assigned,ATM OFFLINE- MASAKI AND MBEZI BP,5/28/2015 16:53,5/29/2015 15:57,Not Assigned,5/29/2015 12:53,5/29/2015 15:57
3454,CBS,Web Form,Not Assigned,OPEN GL,5/29/2015 16:42,6/1/2015 12:06,Not Assigned,6/1/2015 12:06,6/1/2015 12:06
7605,Network,Web Form,Risk Department,UNAVAILABLE NETWORK FOR JACQUELINE OWINO,10/29/2015 11:54,11/4/2015 13:48,Not Assigned,11/3/2015 11:53,11/4/2015 13:48
1605,IT Support,Web Form,Not Assigned,REQUEST FOR HELPDESK-CUSTOMER SERVICE PASSWORD,4/8/2015 11:18,4/13/2015 10:31,Not Assigned,4/9/2015 11:55,4/13/2015 10:31
3382,CBS,Web Form,Not Assigned,Request for opening Gl/Modification,5/27/2015 12:51,5/27/2015 13:11,Not Assigned,5/27/2015 13:11,5/27/2015 13:11
5255,IT Support,Web Form,Not Assigned,token machine (quae management system),8/4/2015 10:35,8/4/2015 13:41,Not Assigned,Not Assigned,8/4/2015 13:41
6352,IT Support,Web Form,Not Assigned,REQUEST OF TWO COMPUTERS,9/10/2015 10:54,10/8/2015 18:15,Not Assigned,10/8/2015 18:15,10/8/2015 18:15
6844,IT Support,Web Form,Not Assigned,CBS NOT WORKING,9/29/2015 10:19,9/30/2015 11:45,Not Assigned,9/30/2015 10:22,9/30/2015 11:45
4109,IT Support,Web Form,Not Assigned,WINDOW CREATION-CHRISTOPHER PARRIS,6/22/2015 12:41,6/22/2015 14:35,Not Assigned,6/22/2015 14:35,6/22/2015 14:35
1992,CBS,Web Form,Not Assigned,Reset Password,4/17/2015 15:03,4/17/2015 16:01,Not Assigned,4/17/2015 16:00,4/17/2015 16:01
2815,IT Support,Web Form,"Planning, Development and Operation Department",A new PC for Panna,5/11/2015 10:03,7/29/2015 17:33,Not Assigned,7/29/2015 17:33,7/29/2015 17:33
5089,CBS,Not Assigned,Not Assigned,AUTHORISATION FOR SIGNATURE TAGGING/STATUS (Living Basil),7/28/2015 15:32,7/28/2015 15:35,Not Assigned,7/28/2015 15:35,7/28/2015 15:35
744,CBS,Web Form,Not Assigned,CBS USER RIGHTS-MAGRETH AYO,3/11/2015 14:27,3/12/2015 10:20,Not Assigned,3/12/2015 10:20,3/12/2015 10:20
874,IT Support,Web Form,Not Assigned,UNABLE TO LOGIN IN MY EMAIL,3/17/2015 9:48,3/17/2015 11:23,Not Assigned,3/17/2015 11:23,3/17/2015 11:23
2349,CBS,Web Form,Not Assigned,CBS log in Failure,4/28/2015 9:02,4/28/2015 9:15,Not Assigned,Not Assigned,4/28/2015 9:15
4537,CBS,Web Form,Not Assigned,DOREEN EXTENSION USER RIGHT,7/6/2015 17:05,7/6/2015 17:28,Not Assigned,7/6/2015 17:28,7/6/2015 17:28
552,CBS,Web Form,Not Assigned,DEBIT TO BE AUTHORIZED,3/5/2015 10:37,3/11/2015 11:21,Not Assigned,3/11/2015 10:55,3/11/2015 11:21
3176,CBS,Web Form,Not Assigned,PASSWORD RESET-WORKFLOW,5/20/2015 17:41,5/21/2015 11:02,Not Assigned,5/20/2015 17:44,5/21/2015 11:02
6958,CBS,Web Form,Not Assigned,REQUESTT FOR SYBRIN USER RIGHT - CBO MAKER ACCOUNT MAINTENANCE,10/2/2015 14:41,10/2/2015 14:46,Not Assigned,10/2/2015 14:45,10/2/2015 14:46
1391,Not Assigned,Web Form,Not Assigned,LOCKED FROM ACCESSING INTELLECT CBS,3/31/2015 9:24,3/31/2015 10:24,Not Assigned,3/31/2015 10:24,3/31/2015 10:24
5663,IT Support,Web Form,Not Assigned,REQUEST FOR THE DOMAIN USER,8/17/2015 11:23,9/17/2015 18:02,Not Assigned,8/18/2015 11:25,9/17/2015 18:02
5406,CBS,Web Form,Not Assigned,REQUEST TELLER USER RIGHT  FOR VALERIEM,8/10/2015 9:35,8/10/2015 9:59,Not Assigned,8/10/2015 9:59,8/10/2015 9:59
3739,CBS,Web Form,Retail Department,UNLOCK CBS ID,6/9/2015 15:08,6/9/2015 15:30,Not Assigned,6/9/2015 15:30,6/9/2015 15:30
4529,IT Support,Web Form,Not Assigned,assist to unlock user brendam on pc,7/6/2015 14:58,7/6/2015 15:22,Not Assigned,Not Assigned,7/6/2015 15:22
5267,CBS,Web Form,Not Assigned,REOPEN GL-SMART STATEMENT-420001040,8/4/2015 15:49,8/5/2015 12:49,Not Assigned,8/4/2015 15:52,8/5/2015 12:49
2201,IT Support,Not Assigned,Not Assigned,my email inbox is full,4/23/2015 14:33,4/23/2015 15:05,Not Assigned,4/23/2015 14:37,4/23/2015 15:05
2955,Network,Web Form,Retail Department,UNABLE TO VIEW MY DESKTOP.,5/14/2015 9:09,5/14/2015 15:07,Not Assigned,5/14/2015 14:08,5/14/2015 15:07
3941,CBS,Web Form,Not Assigned,ASSISTING TO LOGIN IN CBS.,6/16/2015 10:01,6/16/2015 10:26,Not Assigned,6/16/2015 10:25,6/16/2015 10:26
400,IT Support,Not Assigned,CBS,Archiving Error,3/2/2015 9:22,3/2/2015 10:49,Not Assigned,Not Assigned,3/2/2015 10:49
909,CBS,Web Form,Not Assigned,ERROR IN CLOSING INWARD CLRNG USD,3/17/2015 16:49,3/17/2015 16:56,Not Assigned,3/17/2015 16:52,3/17/2015 16:56
2621,CBS,Web Form,Not Assigned,unlock user ELDAN,5/5/2015 13:00,5/5/2015 14:45,Not Assigned,5/5/2015 13:04,5/5/2015 14:45
6964,IT Support,Phone Call,Not Assigned,PC Not Starting Up,10/2/2015 15:30,10/2/2015 15:31,Not Assigned,Not Assigned,10/2/2015 15:31
6139,IT Support,Web Form,Not Assigned,install kenexsam at computer user tiss1,9/1/2015 14:58,9/9/2015 9:02,Not Assigned,9/3/2015 13:43,9/9/2015 9:02
5150,Network,Not Assigned,IT Department,NETWORK POINT AT THIRD FLOOR- CBO,7/31/2015 9:01,7/31/2015 10:27,Not Assigned,Not Assigned,7/31/2015 10:27
714,IT Support,Web Form,Not Assigned,tt,3/10/2015 15:59,3/18/2015 9:41,Not Assigned,3/18/2015 9:41,3/18/2015 9:41
3879,IT Support,Web Form,Not Assigned,CHANGE THE PASSWORD FOR ACCESSING THE PC FOR BM,6/13/2015 10:00,6/17/2015 12:49,Not Assigned,6/15/2015 17:39,6/17/2015 12:49
7206,IT Support,Web Form,Not Assigned,ASSIST TO OPEN/UNLOCK THE BELOW CASE NUMBERS,10/13/2015 9:21,10/13/2015 16:17,Not Assigned,Not Assigned,10/13/2015 16:17
7061,IT Support,Web Form,Not Assigned,PRINTER CONNECTIONS,10/7/2015 8:38,10/7/2015 15:42,Not Assigned,Not Assigned,10/7/2015 15:42
3651,IT Support,Not Assigned,Not Assigned,Sybrin Client issue,6/5/2015 12:56,6/5/2015 15:13,Not Assigned,6/5/2015 15:13,6/5/2015 15:13
384,CBS,Not Assigned,Not Assigned,USER RIGHTS,2/27/2015 16:42,2/27/2015 16:45,Not Assigned,Not Assigned,2/27/2015 16:45
4273,CBS,Web Form,Not Assigned,CHANGE USER RIGHTS,6/29/2015 8:40,6/29/2015 9:37,Not Assigned,6/29/2015 9:36,6/29/2015 9:37
1063,IT Support,Web Form,Not Assigned,SYBRINE  NOT WORKING,3/21/2015 14:24,3/31/2015 18:03,Not Assigned,3/31/2015 18:04,3/31/2015 18:03
5650,IT Support,Web Form,Not Assigned,RE: UNBLOCK COMPUTER- SSTARUSHA,8/17/2015 8:44,8/18/2015 10:46,Not Assigned,8/18/2015 8:44,8/18/2015 10:46
5333,CBS,Web Form,Not Assigned,CHANGE OF USER RIGHTS.,8/6/2015 10:07,8/6/2015 10:51,Not Assigned,8/6/2015 10:51,8/6/2015 10:51
5678,Network,Web Form,Not Assigned,UNABLE TO LOG OUT SWAHILI QUEUE,8/17/2015 15:33,8/19/2015 12:49,Not Assigned,8/18/2015 15:35,8/19/2015 12:49
6555,IT Support,Web Form,Not Assigned,ACCESS TO SHARED FOLDER- CONSOLATA SHUMBUSHO,9/17/2015 13:24,9/17/2015 14:31,Not Assigned,Not Assigned,9/17/2015 14:31
3803,Not Assigned,Web Form,Not Assigned,PROBLEM ON EX 3015,6/11/2015 9:37,6/11/2015 15:18,Not Assigned,6/11/2015 15:18,6/11/2015 15:18
6501,CBS,Web Form,Not Assigned,USER RIGHTS ON CTS REMITANCE,9/16/2015 13:24,9/16/2015 14:52,Not Assigned,9/16/2015 14:52,9/16/2015 14:52
7504,Network,Web Form,Finance,desktop log inn,10/26/2015 9:10,10/27/2015 8:42,Not Assigned,Not Assigned,10/27/2015 8:42
5850,CBS,Web Form,Not Assigned,Opening WCF Payable GL,8/21/2015 12:39,8/24/2015 8:57,Not Assigned,8/21/2015 14:41,8/24/2015 8:57
4226,IT Support,Web Form,Not Assigned,ROSE ASSEY PRINTER NOT WORKING,6/25/2015 13:09,6/26/2015 15:33,Not Assigned,6/26/2015 12:02,6/26/2015 15:33
7277,CBS,Web Form,Not Assigned,USER RIGHTS,10/16/2015 9:19,10/19/2015 12:40,Not Assigned,10/16/2015 10:46,10/19/2015 12:40
1524,IT Support,Web Form,Not Assigned,SMS TRANSACTION REPORT,4/2/2015 16:53,4/8/2015 19:39,Not Assigned,4/2/2015 17:28,4/8/2015 19:39
5781,IT Support,Not Assigned,Not Assigned,EXIM NTERERE PC ISSUES,8/20/2015 9:15,8/21/2015 11:04,Not Assigned,8/21/2015 11:04,8/21/2015 11:04
7317,IT Support,Web Form,Not Assigned,SYBRIN VIEWER,10/19/2015 9:33,10/19/2015 11:45,Not Assigned,10/19/2015 10:26,10/19/2015 11:45
7402,CBS,Web Form,Not Assigned,RIGHT,10/21/2015 11:40,10/22/2015 10:13,Not Assigned,10/21/2015 11:47,10/22/2015 10:13
7320,CBS,Web Form,Not Assigned,USER RIGHTS,10/19/2015 10:02,10/19/2015 10:53,Not Assigned,10/19/2015 10:53,10/19/2015 10:53
7013,CBS,Web Form,Not Assigned,ENABLE CHIEF CASHIER RIGHTS - ALPHONDA,10/5/2015 14:46,10/6/2015 8:40,Not Assigned,10/5/2015 15:14,10/6/2015 8:40
5527,CBS,Web Form,Not Assigned,reset my sybrin password,8/11/2015 18:35,8/12/2015 10:40,Not Assigned,8/12/2015 10:39,8/12/2015 10:40
1696,IT Support,Web Form,Not Assigned,AUTHORIZATION FOR CTS,4/10/2015 11:40,4/21/2015 10:25,Not Assigned,4/17/2015 11:55,4/21/2015 10:25
4843,CBS,Web Form,Not Assigned,unlock user and password resert,7/17/2015 10:32,7/17/2015 11:05,Not Assigned,7/17/2015 11:05,7/17/2015 11:05
3605,IT Support,Web Form,Not Assigned,NEW USER FOR EMAIL AND ACTIVE DIRECTORY FOR ADELLA KAINAMULA,6/4/2015 10:32,6/4/2015 16:22,Not Assigned,6/4/2015 15:39,6/4/2015 16:22
665,CBS,Web Form,"Planning, Development and Operation Department",UPLOAD FILE SALDID- ERROR,3/9/2015 12:10,3/9/2015 18:42,Not Assigned,3/9/2015 12:55,3/9/2015 18:42
4161,IT Support,Web Form,Not Assigned,CCTV BACK UP FROM DVR AND INTRUDER SYSTEM,6/23/2015 17:07,6/23/2015 18:36,Not Assigned,Not Assigned,6/23/2015 18:36
7532,CBS,Web Form,Credit Origination Department,CBS password reset,10/26/2015 16:19,10/26/2015 16:26,Not Assigned,10/26/2015 16:26,10/26/2015 16:26
7549,CBS,Web Form,Not Assigned,PARAMETERS WITHDRAW CHARGES,10/27/2015 15:07,10/28/2015 10:08,Not Assigned,10/27/2015 16:01,10/28/2015 10:08
4808,CBS,Web Form,Not Assigned,unlock user,7/16/2015 9:54,7/16/2015 10:08,Not Assigned,7/16/2015 10:08,7/16/2015 10:08
7295,Network,Web Form,Not Assigned,log out from internet,10/16/2015 12:14,10/16/2015 15:03,Not Assigned,Not Assigned,10/16/2015 15:03
6327,CBS,Web Form,Not Assigned,UNLOCK PASSWRD -WORKFLOW,9/9/2015 14:38,9/9/2015 15:18,Not Assigned,9/9/2015 14:52,9/9/2015 15:18
7,IT Support,Web Form,Treasury Department,Outlook outage,2/16/2015 12:26,2/16/2015 18:25,Not Assigned,2/16/2015 13:49,2/16/2015 18:25
2760,IT Support,Web Form,Not Assigned,NO NETWORK CONNECTION,5/8/2015 8:39,5/8/2015 14:20,Not Assigned,Not Assigned,5/8/2015 14:20
7447,IT Support,Web Form,Not Assigned,reset pc user ID,10/22/2015 12:23,10/22/2015 12:32,Not Assigned,Not Assigned,10/22/2015 12:32
3552,IT Support,Web Form,Not Assigned,11 th floor scanner and 4th Floor Scanner Misbehave,6/2/2015 17:35,6/5/2015 15:13,Not Assigned,6/3/2015 9:43,6/5/2015 15:13
5576,IT Support,Web Form,Not Assigned,RESET MY PASSWORD USERNAME CORP OPERATIONS,8/12/2015 16:36,8/12/2015 16:39,Not Assigned,Not Assigned,8/12/2015 16:39
7543,CBS,Web Form,Not Assigned,PASSWORD RESET,10/27/2015 11:27,10/27/2015 12:39,Not Assigned,10/27/2015 12:39,10/27/2015 12:39
